album,year,song,lyrics
lord knowsâ,2012,The Real Her,"People around you should really have nothing to say Me I'm just proud of the fact that you've done it your way And the weekends here started it right even if you only get part of it right Live for today plan for tomorrow party tonight party tonight Dying to meet your girlfriends that you said you might bring If they're the ones that tell you that you do the right thing Houston girls love the way it goes down Atlanta girls love the way it goes down Vegas girls love the way it goes down But I gotta say oh baby oh baby why is this so familiar? Just met her already feel like I know the real her You musta done this before this can't be your first time We musta been here before it's still fresh on my mind You got that shit that somebody would look for but won't find You musta done this before this can't be your first time They keep telling me don't save you If I ignore all that advice then something isn't right Then who will I complain to? But the weekend's here started it right even if I only get part of it right Live for today plan for tomorrow party tonight party tonight You got your guards up I do too there's things we might discover Cause you got a past and I do too we're perfect for each other Houston girls love the way it goes down Atlanta girls love the way it goes down Vegas girls love the way it goes down But I gotta say oh baby oh baby why is this so familiar? Just met her already feel like I know the real her You musta done this before this can't be your first time We musta been here before cause girl you're fresh on my mind You got that shit that somebody would look for but won't find You musta done this before this can't be your first time Cause to her I'm just a rapper and soon she'll have met another So if tonight's an accident tomorrow we'll recover And I know I'm not supposed to judge a book by its cover I don't wanna be in the blind but sometimes I Stevie Wonder About her and she with it if I'm with it and I'm with it I know what makes her smile but I won't know what makes her different Or should I just be realistic? Lipstick on the glass I know this ain't your first but it's better than your last. But I gotta say oh baby oh baby why is this so familiar? Just met her already feel like I know the real her You musta done this before this can't be your first time We musta been here before cause girl you're fresh on my mind You got that shit that somebody would look for but won't find You musta done this before this can't be your first time Shower her with dollar tips Shawty went and bought a whip Guarantee the city remember her name You owe that ho a scholarship All of them ain't all equipped And this saddens me I see the pecking order Quote unquote ""bad bitches"" work the whole floor Those that get laughed at sit off in the corner Like a lab rat nobody want her Niggas that are married don't wanna go home We look up to them they wish they were us They want some new trim We lust for some trust Now the both of us are colorblind Cause the other side looks greener Which leaves your turf in the Boise state Can't see her play or the team cuz Everybody has an addiction; mine happens to be you And those who say they don't Souls will later on say to them ""that ain't true"" All of them will have an opinion But y'all know what you can do with them But if you unsure I'll take you on tour To a place I can stick that in Well sitting here sad as hell Listening to Adele I feel you baby Someone like you more like someone unlike you Or someone that's familiar maybe And I can tell that she wants a baby And I can yell ""Girl that shit crazy!"" Oh what the hell? Nope can't be lazy Please be careful: bitches got the rabies"
lord knowsâ,2012,Take Care,I know you've been hurt by someone else I can tell by the way you carry yourself If you let me here's what I'll do I'll take care of you I've loved and I've lost I've asked about you and they told me things But my mind didn't change and I still feel the same What's a life with no fun? Please don't be so ashamed I've had mine you've had yours we both know. we know They won't get you like I will My only wish is I die real Cause that truth hurts and those lies heal And you can't sleep thinking that he lies still So you cry still tears all on the pillowcase Big girls all get a little taste Pushing me away so I give her space Dealing with a heart that I didn't break I be there for you I will care for you I keep thinking you just don't know Tryna run from that say you done with that On your face girl it just don't show When you're ready just say you're ready When all the baggage just ain't as heavy And the party's over just don't forget me We'll change the pace and we'll just go slow You won't ever have to worry you won't ever have to hide You've seen all my mistakes so look me in my eyes I know you've been hurt by someone else I can tell by the way you carry yourself If you let me here's what I'll do I'll take care of you I've loved and I've lost It's my birthday I'll get high if I want to Can't deny that I want you but I'll lie if I have to Cause you don't say you love me to your friends when they ask you Even though we both know that you do... you do One time been in love one time You and all your girls in the club one time All so convinced that you're following your heart Cause your mind don't control what it does sometimes We all have our nights though don't be so ashamed I've had mine you've had yours we both know. we know You hate being alone well you ain't the only one You hate the fact that you bought the dream and they sold you one You love your friends but somebody should've told you some To save you. instead they say: Don't tell me I don't care If you hurt I don't tell you You don't care if you're true I know you've been hurt by someone else I can tell by the way you carry yourself If you let me here's what I'll do I'll take care of you I've loved and I've lost
lord knowsâ,2012,The Ride,I hate when I hate when people say they feel me man I hate that shit It'll be a long time for y'all feel me if ever for real You won't feel me til everybody says they love you but it's not love And you're suit is ox blood and the girl you fucking hate you and your friends fading all shots of But you ordered to forget about the game that you on top of When your famous girlfriend ass keep getting thicker than a plot does And when you forget her that's when she pop up Then you gotta drop but you ride around with the top up Forget 3 SUV'S for distress like refugees And deal with the questions about all your excessive needs And you do dinners at French laundry and appa valley Scallops and glasses indojay that shit right up your alley Yeah you see a girl and you ask about her just smiling at ya it must be happy hour They put the cloth across your lap soon as you sat down Its feeling like you own every place you choose to be at now Walking through Edward security with your hat down steady getting a pat down They just keep on saying that they feel you Yeah it's been too long Been way too long I've been faded too long ooh I've been faded too long ooh I've been faded too long ooh I've been faded too long ooh I've been faded too long You won't feel me til you want it so bad you tell yourself you're in it And tell the world around you that your paper work is finished And still your mothers debit card so you maintain a image And ride around in overpriced rental cars that ain't tinted you need a minute You got it You know it's real when you're latest nights is your greatest nights The sun is up when you get home thats just the way in life Apartment 1503 some couches and paint in's When you record with two others that want the same things Yeah it's starting to feel better than home fields And so you up there every night you swear you getting close That champagne money was for gas and phone bills But shit you bout to spend it on what matters most You drop a couple songs and hopes that you could beat a nigga And come out every night to let the city see that nigga Telling stories that nobody relate to And even though they hate you they just keep on telling you they feel you Yeah it's been too long man Faded too long ooh I haven't been inside terminal 103 in so long I'm driving right up to it now make sure you got your coat on That runway can be cold especially when summers rolled on And all you know is alcohol and city lights and slow songs for 4 months out the years got you asking what's good at home what's good at home The same hoes are still at it I should've known My young niggas popping em's and sipping dirty Jones Problem children at all be reppin Octobers own Brand new girl and she still growing Brand new titties stitches still showing Yeah and she just praying that it heals good I'm bout to fuck and I'm just praying that it feels good I really don't know much but shit I know a secret They say more money more problems my niggas don't believe it I mean sure there's some bills and taxes I'm still evading but I blew 6 million on myself and I feel amazing Young money maker season ticket holder season switching over I come through them bitches still scorching as if I didn't notice you niggas getting older I see no threat in Yoda I'm out here messing over the lives of these niggas that couldn't fuck with my freshman floater Look at that fuckin chip on your nephews shoulder My sophomore I was all for it they all saw it My junior and senior would only get meanor Take care nigga
lord knowsâ,2012,Doing It Wrong,When a good thing goes bad it's not the end of the world It's just the end of a world that you had with one girl And she's the reason it happened but she's overreacting And it's all because she don't want things to change So cry if you need to but I can't stay to watch you That's the wrong thing to do Touch if you need to but I can't stay to hold you That's the wrong thing to do Talk if you need to but I can't stay to hear you That's the wrong thing to do Cause you'll say you love me and I'll end up lying And say I love you too But I need someone different You know it oh ho you know it Oh ho you know it we both know it I need someone different You know it oh ho you know it Oh ho you know it we both know it Something's been missing You know it oh ho she knows it Oh ho I know it we all know it I need someone different (Oh ho oh ho) We live in a generation of not being in love and not being together But we sure make it feel like we're together Cause we're scared to see each other with somebody else So cry if you need to but I can't stay to watch you That's the wrong thing to do Touch if you need to but I can't stay to hold you That's the wrong thing to do Talk if you need to but I can't stay to hear you That's the wrong thing to do Cause you'll say you love me and I'll end up lying And say I love you too But I need someone different You know it oh ho you know it Oh ho you know it we both know it I need someone different You know it oh ho you know it Oh ho you know it we both know it Something's been missing You know it oh ho she knows it Oh ho I know it we all know it I need someone different (Oh ho oh ho)
lord knowsâ,2012,Cameras,Word on road it's the clique about to blow You ain't gotta run and tell nobody they already know We've been living on a high they've been talking on a low But it's cool know you heard it all before That's why I asked you are you me are you me Thought you knew about the team (ay) That's why I asked you are you me are you me Thought you knew about the team (ay) Are you me are you me what you know about the team Man these niggas got to stop it they be crowding up the scene Baby girl you need to stop it all that pride and self esteem Got you angry about this girl I'm with in all them magazines Baby she look like a star but only on camera Only on camera only on camera It look like we in love but only on camera Only on camera only on camera Don't listen to the lies I swear they all lies You know I could be your knight in shining armor all tires Trying to tell you I'm the one come and holla at me Before I'm on the next ting YMCMB (ah) Ooh finally got you right here Tonight I'll ease your mind That's why I'm calling on you And ooh soft your loves desire It's hard to stay away You keep me calling on you Are you me are you me what you know about the team You just know what you get told girl I see behind the scene She spilled whiskey on her shirt she gonna have to get it cleaned She been going way to hard someone has to intervene Baby she look like a star but only on camera Only on camera only on camera It might look like I care but only on camera Only on camera only on camera Don't listen to the lies I swear they all lies You know I could be your knight in shining armor all ties Girl they love me like I'm Prince like the new kid with the crown Bunch of underground kings thought you knew how we get down (ah) Are you me are you me thought you knew about the team (ay) Are you me are you me thought you knew about the team (ay)
lord knowsâ,2012,Hate Sleeping Alone,"She says kiss me like you miss me fuck me like you hate me And when you're fucking someone else just fuck her like she ain't me Damn those words are scary those words are scary virgin Mary I just tell her to spare me I was in love 2 years ago and gave the baggage to my ex It's all for her to carry bags she deserve to carry I hate that ho I make it so hard just to talk don't I? I get off topic don't I? I get it poppin' don't I? I'll end up stopping won't I? And by the time I end up stopping You'll be rocking one of the rings you pointed out while shopping with a nigga don't lie She's losing it right now cause if I wasn't who I am she would've been moving in by now But instead we're moving slow I guess she's used to it by now And she gives me all her trust and I'm abusing it right now But this money coming in is just confusing shit right now You just told me I ain't shit and I guess I'm proving it right now I say I'd rather be with you but you are not around So I'mma call somebody up and see if they be down Cause I hate sleeping alone I hate sleeping alone Half the time we don't end up fucking I don't ask her for nothing You leave me in the morning I don't see her for months But I just hate sleeping alone I hate sleeping alone So she's here and we're both so gone Hotel to hotel girl I could use your company Full name and birthday I book a flight you come to me But she don't want a weekend    she wants all of me or none of me If she can't work with all of me then she say she done with me You say that you over me you always end up under me You know how it goes don't be crazy don't play dumb with me Don't start with yo shit I put you back in yo place She tells me ""I bet you won't you won't say that to my face"" And hang up yeah how dare you tell me it's tougher for you Like I don't hear about the niggas you fucking with too And whoever I be with they got nothing on you That's just something to do when there's nothing to do Yeah but she's losing it right now She has choices she should make I think she's choosing it right now One more chance to make it right I think I'm using it right now You just said I never learn I guess I'm proving it right now I say I'd rather be with you but you are not around So I'mma call somebody up and see if they be down Cause I hate sleeping alone I hate sleeping alone Half the time we don't end up fucking I don't ask her for nothing You leave me in the morning I don't see her for months But I just hate sleeping alone I hate sleeping alone So she's here and we're both so gone"
lord knowsâ,2012,Shot For Me,"I can see it in your eyes you're angry Regret got shit on what you're feeling now Mad cause he ain't like me Oh you mad cause nobody ever did it like me All the care I would take all the love that we made Now you're trying to find somebody to replace what I gave to you It's a shame you didn't keep it: Alisha Catya I know that you gon hear this I'm the man Yeah I said it! Bitch I'm the man Don't you forget it The way you walk that's me The way you talk that's me The way you've got your hair up did you forget that's me? And the voice in the speaker right now that's me that's me And the voice in your ear that's me Can't you see that I made it? Yeah I made it First I made you who you are then I made it And you're wasted with your ladies Yeah I'm the reason why you always getting faded Take a shot for me (hooooooo ooooooh) Take a shot for me (hooooooo ooooooh) Take a shot for me (aha aha aha aha aha aha) A shot for me (aha aha aha aha aha aha) (Yeah) a shot for me Okay look I'm honest Girl I can't lie I miss you You and the music were the only things that I commit to I never cheated for the record back when I was with you But you believe in everything but me girl I don't get you She says I know you changed I never see you Cause you're always busy doing things I really wish she had a different way of viewing things I think the city that we're from just kinda ruined things It's such a small place: not much to do but talk and listen The men are jealous and the women all in competition And now your friends telling you stories that you often misinterpret And taint all your images of ""Mr. Perfect"" I could tell that you been crying all night drinking all summer Praying for your happiness hope that you recover ah This is one I know you hated when you heard it And it's worse because you know that I deserve it Take a shot for me (hooooooo ooooooh) Take a shot for me (hooooooo ooooooh) Take a shot for me (aha aha aha aha aha aha) A shot for me (aha aha aha aha aha aha) A shot for me Yeah May your neighbors respect you Trouble neglect you angels protect you And heaven accept you"
lord knowsâ,2012,Good Ones Go,Oh yeah oh yeaah Uh uh oh yeah oh yeah Summer's mine I swear I said about a hundred times I'mma need it back I wish that you would come and find me Just to tell me that I haven't changed girl I needed that from you I'm getting money just taking care of me girl I'm spending time just taking care of me right now I'm getting money just taking care of me girl Should I be tired of taking care of me right now? But the good ones go The good ones go if you wait too long But the good ones go The good ones go if you wait too long So you should go You should go before you stay too long Don't you go getting married don't you go get engaged I know you're getting older but don't have no time to waste I shouldn't be much longer but you shouldn't have to wait Can't lose you can't help it I'm so sorry I'm so selfish Uh uh I've been chilling in the city where the money's thrown high and the girls get down In case you're starting to wonder why my new shit's sounding so H town But when it's all done baby I'm yours if you're still around She knows she knows she knows But the good ones go The good ones go if you wait too long But the good ones go The good ones go if you wait too long So you should go You should go before you stay too long
lord knowsâ,2012,Aston Martin Music,Would've came back for you I just needed time to do what I had to do Caught in the life I can't let it go whether that's right I will never know Hoping you will forgive me never meant wrong Tried to be patient waited too long But I would've came back but I would've came back Would've came back would've came back Would've came   I talk slicker than a pimp from Augusta Who just had his linen suit dry cleaned bitches what's up witcha? I hate callin' the women bitches but the bitches love it I took some sense and made a nickel of it I'm urgin' all daughters to kiss they mothers With those lips that all that lipstick covers You're never too grown up to miss and hug her And girls countin' on me to be there like missin' rubbers I'm on some Marvin Gaye shit a bunch of distant lovers This ain't the life that I'm used to Reintroduced to people I've been introduced to Did you forget me? Or are you too scared to tell me that you met me And fear that I won't remember I wish you could still accept me for me I miss Memphis Tennessee my cousins my dad The simplistic beauty that all of them Southerners have I'm halfway across the world with dozens of bags Feelin' like all four members of Color Me Badd In one nigga amazing shit I got that Courtney Love for you that crazy shit I don't drink every bottle I own I be agin' shit And I got them wedding ring flows that engagin' shit Which one of y'all got fleets on your keychains? The seats for these Heat games? I really think you stare at yourself and you see things La Familia I've been inducted and instructed To stunt on these niggas we don't really fuck wit Fuck is up? Havin' lunch and debatin' Ferrari prices 23 and goin' through a midlife crisis But trust me I still deliver like a midwife And no I'm not sayin' I'm the nicest I just live life like it Uh it take a certain type of man to teach To be far from hood but to understand the streets I never threw away that paper with my Grammy speech Because I haven't hit the pinnacles I plan to reach Yeah you gotta own it if you want it Kisses all on her body she tells me live in the moment And baby I'll never forget none of that Girl I told you I was coming back
lord knowsâ,2012,Poppin Bottles,"My section in the club Remy Rose when you're all ready say go okay everybody pop a bottle make that thing go pop everybody pop a bottle make that thing go pop you see him standing on the furniture doing his thing tell the club owner fuck yo' crouch Rick James nigga pop a bottle make that thing go blow let her drink it till she drown ? girl gon' wild pop a bottle bow bow bow... Bring the 1738 Champagne the boss watch ya gettin' money make it rain buy a bottle pop a cork dork if I may retort I ball just as hard tomorrow as the day before I pop bottles but I don't pour save the glass for guys we ballin' on a budget fuck it let your glasses rise I'm straight to the head with mine why you acting surprised ask any hoe who know me all I do is smash and ride buckets of bubbly shake it up and let it splash in the eyes no subtraction only cash to divide we gettin' money bank roll supersized whether rain sleet sunny let the good times roll and the bottles keep coming [Chorus] Yeah okay bring that shit to poppa I heard you talk bout other niggas them other nigga no matter the tag team back bitch boom shakalaka me and Weezy run this bitch so bring me one soda and vodka and a fuji for my nigga cause the police probably watching man probation is a bitch but going back is not an option we be sunning all these niggas put there ass up for adoption and we start with straight shots that get the bottle poppin' we be working all night telethon shit roll a super skinny once you? oooh thats that fire that have you calm shit you with a lot of dudes that's that Elton John shit ahhh to each his own I like a fruit thats grown I like a bad bitch from a decent home me and Tip thats that pimpin' that we preachin' on and everybody tryna listen nigga speakerphone [Chorus] I know the sucker wish the judge threw the book at me cause I show up to the club super cool look at me everything brand new you get money like who? spent 150 on my car and my Audemar too when I walk up in the spot aint nobody saw you they see me like ""there he go"" look at you like "" ahh who?"" bought every bottle at the bar shortie you know how I do I take em all across your I aint finna argue still big shit poppin nothing changed but my clothes triple digits in my pocket rubber band bank roll tell the bitch I take you places where your man can't go can't be he aint doing shit if he aint me cant you see the difference between us when I walkin to the door your twenty thousand worth of ones start letting money go let it fly throw some twenty when my one running low fifty stack I'mma show you how to ball triple that [Chorus]"
lord knowsâ,2012,Off That,Welcome to tha future Hey count me in Find me a nice soft place to land Im so high Find me a place to land Yeah Right there Yeah (Verse 1) I'm so tomorrow they order mines on yesterday which means you on time than late So even if I slow it down My sound is fast forward Hold up I'm just a runway show But I wear this on my plane in these my runway clothes Cashmire sweats They come out next year but they my last year sweats And my hoe's so sick Your new chick can't fuck with my old bitch And you know this shit I'm professional they know this is I just may let you borrow this This the Blueprint nigga follow this This is what what tomorrow is Welcome to tomorrow Bitch (Hook) Drizzy Drake Whatever you about to discover We off that You about to tell her you love it we off that Always want to fight in the club and we off that But you can't bring the future back Ya'll steady chasing the fame we off that Oversize clothes and the chains we off that Niggas still makin' it rain and we off that But you can't bring the future back Tell them hatas get off me Chris we off that Timbs we off that Rims we off that Jay Z Yeah we off that Is you still on that And we still making money cuz we still on that (Verse 2) Say black versus white my niggas we off that Please tell Bill O'Reilly to fall back Tell Rush Limbaugh to get off my balls This 2010 ain't 1864 Yeah we come so far So I drive around town hard top and its off And my trop at the loft with my high brow Ah and my high yellow broad And my dark skin sense and my best white mate say whats up to Chris Hows that for a mix Got a black president got green presidents Blue prints in my white iPod Black diamonds in my Jesus piece my God We ain't tripping off that This is a Benetton ad nigga been up off that (Hook) Drake Whatever you about to discover We off that You about to tell her you love it we off that Always want to fight in the club and we off that But you can't bring the future back Ya'll steady chasing the fame we off that Oversize clothes and the chains we off that Niggas still makin' it rain and we off that But you can't bring the future back Tell them hatas get off me Chris we off that Timbs we off that Rims we off that Jay Z Yeah we off that Is you still on that And we still making money cuz we still on that (Verse 3) I dont give a fidduck abbibout the riddate you used to move what you used to do And i dont give a fidduck abbibout the bitches that you used to screw but your future do And we dont really care what you used to say unless that effects your future pay Im on a practice field running two a days so i dont drop the ball when its threw my way I dont give a fidduck abbibout the shit that you probably did who you probably is The only time i deal in past tense is im past rims and im past tints If you driving it i drove it if you got it cause i sold it you copped it i bought it back we dont give a fidduck Nigga we off that (Hook) Drake Whatever you about to discover We off that You about to tell her you love it we off that Always want to fight in the club and we off that But you can't bring the future back Ya'll steady chasing the fame we off that Oversize clothes and the chains we off that Niggas still makin' it rain and we off that But you can't bring the future back Tell them hatas get off me Chris we off that Timbs we off that Rims we off that Jay Z Yeah we off that Is you still on that And we still making money cuz we still on that
lord knowsâ,2012,Look What Youve Done,"It's like '09 in your basement and I'm in love with Nebby And I still love her but it fell through because I wasn't ready And your back hurt and your neck hurt and you smoking heavy And I sit next to you and I lecture you 'cause those are deadly And then you ask shit and we argue about spending money on bullshit And you tell me I'm just like my father my one button you push it Now it's ""Fuck you I hate you I'll move out in a heartbeat"" And I leave out and you call me tell me that your sorry You love me and I love you and your heart hurts mine does too And it's just words and they cut deep but it's our world it's just us two I see painkillers on the kitchen counter I hate to see it all hurt so bad But maybe I wouldn't have worked as hard If you were healthy and it weren't so bad Uh maybe I should walk up the street and try and get a job at the bank Cause leave it up to me J and Neeks we're probably gonna end up robbing a bank Then Wayne calls on my phone conversation wasn't that long Gets me a flight to Houston in the morning Oh it's my time yeah it's on He's thinking of signing me I come home We make a mixtape with seventeen songs I almost get a Grammy off of that thing They love your son and that boy gone You get the operation you dreamed of And I finally send you to Rome I get to make good on my promise It all worked out girl we shoulda known Cause you deserve it This shit real should I pinch you? After all the things that we been through I got you Look what you've done look what you've done Look what you've done for me now You know that I was gonna be something We stressed out and you need some I got you Look what you've done look what you've done It's like '06 in your backyard and I'm in love with Jade And I'm still in love just when it's that real it doesn't fade And my father living in Memphis now    he can't come this way Over some minor charges and child support that just wasn't paid Damn boo hoo sad story black American dad story Know that I'm your sister's kid but That still don't explain the love that you have for me I remember sneaking in your pool after school dances Damn your house feel like the Hamptons For all of my summer romances I never really had no one like you man this all new shit Made the world I knew bigger changed the way that I viewed it Had all this fighting going on at the crib You calm me down when I lose it Told you I think I'm done acting I'm more in touch with the music You said either way I'll be a star I could go so far Talked to me to you got to me you You tossed the keys and loaned me your car Yeah just a young kid in a drop top Lexus hopin' that I don't get arrested Just another kid goin' through life So worried that I won't be accepted But I could do anything you said that and you meant that You took me places you spent that they said no we went back Checks bounce but we bounce back I put all the money in your accounts back And I thank you I don't know where I'd really be without that it worked out man You deserve it This shit real should I pinch you? After all the things that we been through I got you Look what you've done look what you've done Look what you've done for me now You know that I was gonna be something We stressed out and you need some I got you Look what you've done look what you've done"
lord knowsâ,2012,Practice,Cash money shit Cash money shit I can tell that money's got you working We've been talking for so long Now we're finally here in person I taste pain and regret in your sweat You've been waiting for me Oh ho I can tell that you been practicing I can tell that you been practicing All those other men were practice they were practice Yeah for me for me for me for me Girl you look good won't you back that ass up You a fine motherfucker won't you back that ass up Call me Big daddy won't you back that ass up Girl who is you playing with back that ass up You working with some ass yeah you bad yeah Girl you working with some ass yeah you bad yeah Girl you working with ass yeah you bad yeah Make a nigga spend his cash yeah his last yeah Hoes frown when you past yeah They mad yeah Couple thousand on your bag yeah fuck yeah I'm a big timer nigga yeah money flipper yeah Get it understood yeah it's all good yeah Girl I know it's real cause I've been around it You only want what's real you just never found it Don't give them no more chances ooh girl they had their turn Everything for a reason there's things you had to learn from them But when I get you to myself You know what's going down what's going down Girl you look good won't you back that ass up You a fine mother fucker won't you back that ass up Call me Big daddy won't you back that ass up Girl who is you playing with back that ass up You working with some ass yeah you bad yeah Girl you working with some ass yeah you bad yeah I know he messed up But a let a real nigga make it right Let a real nigga make it right you deserve that much Let me put something in your life Let me put something in your life put something in your life You telling me it's only been a couple other people that you've been with I'mma trust you I'mma give you the benefit of the doubt And I'mma love you You can even call me daddy give you someone to look up to All my Girls from the 504 Need to drop it right now Need to drop it right now All my Girls from the 504 Need to drop it right now Need to drop it right now All my Girls from the 504 Need to drop it right now Need to drop it right now All my Girls from the 504 Need to drop it right now Need to drop it right now You back it up then stop After you back it up then stop After you back it up then stop After you back it up then stop I can tell that money's got you workin' That your body's so wet and we're finally here in person I taste pain and regret in your sweat You've been waiting for me oh ho I can tell that you been practicing I can tell that you been practicing All those other men were practice They were practice yeah For me for me for me for me
lord knowsâ,2012,Headlines,I might be too strung out on compliments overdosed on confidence Started not to give a fuck and stop fearin' the consequence Drinkin' every night because we drink to my accomplishments Faded way too long I'm floatin' in and out on consciousness And they say that I'm back I'd agree with that I just take my time wit all this shit I still believe in that I had someone tell me I fell off ooh I needed that And they wanna see me pick back up well where'd I leave it at? I know I exaggerated things now I got it like that Tuck my napkin in my shirt 'cause I'm just mobbin' like that You know good and well that you don't wanna problem like that You gon' make someone around me catch a body like that No don't do it Please don't do it 'Cause one of us goes in and we all go through it And Drizzy got the money So Drizzy gon' pay it Those my brothers I ain't even gotta say it That's just somethin' they know They know they know they know They know they know they know They know they know they know Yeah they know Yeah that the real is on the rise Fuck them other guys I even gave 'em a chance to decide Now it's somethin' they know They know they know they know Yeah I be yellin' out Money over everything Money on my mind Then she wanna ask when it got so empty Tell her I apologize happened over time She says they missed the old Drake Girl don't tempt me If they don't get it they'll be over you That new shit that you got is... overdue You better do what you supposed to do I'm like why I gotta be all that? But still I can't deny the fact that it's... true Listen to you expressin' all them feelin's Soap opera rappers All these niggas sound like All My Children And that's how you thinkin' is about to come and make a killin' I guess it really is just me myself and all my millions You know that they ain't even got it like that You gon' hype me up and make me catch a body like that 'Cause I live for this It isn't just a hobby like that When they get my shit and play it I don't even gotta say it They know They know they know they know They know they know they know They know they know they know Yeah they know Yeah that the real is on the rise Fuck them other guys I even gave 'em a chance to decide Now it's somethin' they know They know they know they know I be yellin' out Money over everything Money on my mind (mind mind mind) Tell 'em I apologize It happened over time (time time time)
lord knowsâ,2012,Light Up,I've been up for 4 days Getting money both ways Dirty and clean I could use a glass of cold Spades Rolexes chauffeurs and low fades I keep thinking how young you can die from old age They always tell me nobody's working as hard as you And even though I laugh it off man it's probably true Cuz while all of my closest friends out partying I'm just here making all the music that they party to But party on party on all night nigga I got these new rappers nervous prom night nigga I've grown tired of these fucking grown man liars Storytellers they ain't even need a campfire Uhh but I just wanna tell the truth Before one of these haters load a couple shells and shoot This shit feel like when Fredro Starr was at Sunset Park Stuntin' hard in his yellow Goose Yeah but I'm a ma'fuckin' missed target But a target nonetheless and I just started Was that directed at moi? It can't be They must be talking to themselves hoes hands free Yeah and I'm just filling up this daily planner Gettin' busy 'cause I'm a star no spangled banner Jealous dudes get to talkin' in they music And I just say I wrote it for your girlfriends Kelsey Grammar Yeah that's what life becomes when you're doing you Welcome to Hollywood don't let this town ruin you And if you pillow talking with the women that are screwin' you Just know that she gon' tell another nigga when she through wit you Don't get impatient when it takes too long Drink it all even when it tastes too strong Yeah I gotta feel alive even if it kills me I promise to always give you me the real me Who would have thought I'd be caught in this life? Let's celebrate with a toast And get lost in tonight And make it all light up (Hey Guru tell hom' to go to open that Ace right there) Wait until the sun goes down We gon' make this bitch light up Even when the sun goes down I'm gon' make this go Owww hoes turn they heads like owls I'm the man of the hour Triple entendre don't even ask me how Con Edison flow I'm connected to a higher power Bright life'd make your whole city light up A trillion watt light bulb when I'm in the nightclub I just landed in that G450 Caught the Mayweather fight 'cause the satellite was crispy (Uh) Y'all can miss me with that money talk The smart money's on Hov fuck what the dummies talk I don't do too much blogging I just run the town I don't do too much jogging (Unh) I ain't got a scar yet 'Cause you fuckin' around with me and my dogs is far fetched Drake here is how they gon' come at you Will silly raps for you tryin' to distract you In disguise in the form of a favor The Barzini me watch for the traitors (Unh) I done seen it all done it all That's why none of these dumb dumb could dun him off The summer's ours the winter too Top down in the winter that's what winners do And to these niggas I'm like Windows 7 You let 'em tell it they swear that they invented you And since no good deed go unpunished I'm not as cool with niggas as I once was I once was cool as The Fonz was But these bright lights turned me to a monster Sorry mama I promised it wouldn't change me But I would've went insane had I remained the same me Fuck niggas bitches too All I got is this money this'll do Who would have thought I'd be caught in this life? Let's celebrate with a toast And get lost in tonight And make it all light up Wait until the sun goes down We gon' make this bitch light up Wait until the sun goes down I'm gon' make this go
take careâ,2011,Over My Dead Body,"How I'm feeling it doesn't matter Cause you know I'm okay And still I ask myself ""Why do you worry?"" When you know I'm the same I know I know you don't love me baby They're trying to take you away from me Only over my dead body... I think I killed everybody in the game last year man Fuck it I was on though And I thought I found the girl of my dreams at a strip club Fuck it I was wrong though Shout out all to all my niggas living tax free Nowadays it's six figures when they tax me Oh well I guess you lose some and win some Long as the outcome is income You know I want it all and then some Shout out to Asian girls let the lights dim some Shots came I don't know where they was sent from Probably some bad hoes I'm 'bout to take the hint from Yeah you know me well nigga I mean you ain't the only real nigga They got me on these white women like Seal nigga Slave to the pussy but I'm just playing the field nigga Are these people really discussing my career again? Asking if I'll be going platinum in a year again? Don't I got the shit the world wanna hear again? Don't Michael Jordan still got his hoop earring in? Man all of your flows bore me: paint drying And I don't ever be trippin off of what ain't mine And I be hearing the shit you say through the grapevine But jealousy is just love and hate at the same time It's been that way from the beginning I just been playing I ain't even even notice I was winning And this is the only sound you should fear Man these kids wear crowns over here and everything is alright How I'm feeling it doesn't matter Cause you know I'm okay And still I ask myself ""Why do you worry?"" When you know I'm the same I know I know you don't love me baby They're trying to take you away from me Only over my dead body... You say I'm old news well who the new star? Cause if I'm going anywhere it's probably too far Just performed at a Bar Mitzvah over in the States Used half of the money to beat my brother's case Red wine over Fed time And shout out to the niggas that's doing dead time Shout out to the bitches there when it's bedtime And fuck you to the niggas that think it's their time Yeah don't make me take your life apart boy You and whoever the fuck gave you your start boy Oh you wanna be a motherfucking funny guy? Don't make me break your Kevin Hart boy Yeah it's whatever. You know feeling good living better I think maybe I was numb to it last year But you know I feel it now more than ever My city love me like Mac Dre in the Bay Second album I'm back paving the way The backpackers are back on the bandwagon Like this was my comeback season back back in the day And I met your baby moms last night We took a picture together I hope she frames it! And I was drinking at the Palms last night And ended up losing everything that I came with Feel like I've been here before huh? I still got 10 years to go huh? And this is the only sound you should fear Man these kids wear crowns over here and everything is all right How I'm feeling it doesn't matter Cause you know I'm okay And still I ask myself ""Why do you worry?"" When you know I'm the same I know I know you don't love me baby They're trying to take you away from me Only over my dead body..."
